cache,avg,template,x,y,z,dataset,req,con,avglatency,p95latency,avgtps,p95tps,avgttft,p95ttft,avgtpot,p95tpot,compeletetime,tp
92.1,3.7,28,1,6,1,OpenSSH,2000,100,3.480554063,7.246143937,6.660893359,3.735630905,0.590546567,1.463996077,0.161982763,0.267692419,71.40574288,28.00895165
92.1,3.7,28,10,3,2,OpenSSH,2000,100,3.690288099,8.512490869,6.502027556,3.095465806,0.959714828,3.177386653,0.173636565,0.323053161,76.18222022,26.25284475
92.1,3.7,28,3,1,1,OpenSSH,2000,100,3.898959084,8.237305236,5.887463006,3.681809018,0.648561143,1.625351298,0.18040873,0.27160563,79.72150755,25.08733291
92.1,3.7,28,0,0,4,OpenSSH,2000,100,5.02764538,8.681181169,4.326107175,2.63792135,2.011662646,2.816828251,0.246120974,0.379086369,102.5292199,19.50663433
92.1,3.7,28,3,5,2,OpenSSH,2000,100,3.508931674,7.154208529,6.592531036,3.639120945,0.768115419,1.901933157,0.164471837,0.274791637,72.20713568,27.69809356
92.1,3.7,28,0,4,3,OpenSSH,2000,100,3.576898781,7.191047812,6.464256456,3.65661035,0.673867184,1.939913404,0.166442211,0.27347743,73.61779428,27.16734479
92.1,3.7,28,14,0,1,OpenSSH,2000,100,5.169156797,8.95774982,4.2883975,2.400106447,2.173258229,3.056639516,0.254505763,0.416648216,105.4878356,18.95953204
92.1,3.7,28,11,1,0,OpenSSH,2000,100,4.113255028,8.858778763,5.790433122,2.942363149,0.699813138,1.988257968,0.189794686,0.33986333,83.97777152,23.81582607
92.1,3.7,28,6,4,1,OpenSSH,2000,100,3.507921226,7.369576991,6.726002473,3.481043316,0.768494665,1.593241656,0.164222903,0.287270197,72.07542419,27.74870939
92.1,3.7,28,3,1,4,OpenSSH,2000,100,3.951287378,8.268120718,5.9013782,3.079131138,0.842705275,3.082389498,0.184569108,0.324766955,80.9278686,24.71336555
92.1,3.7,28,14,5,3,OpenSSH,2000,100,3.857161802,8.874819386,6.326252834,2.818552632,1.111029896,4.432931733,0.183011551,0.354795122,79.36383462,25.20039524
92.1,3.7,28,3,6,0,OpenSSH,2000,100,3.521644691,7.35161829,6.622749203,3.82932581,0.626782574,1.519394112,0.162814597,0.261142614,72.4741292,27.59605423
92.1,3.7,28,0,3,3,OpenSSH,2000,100,3.640151241,7.646368361,6.318269321,3.431514816,0.729446509,1.69083184,0.170810513,0.291416567,74.65071535,26.79143784
92.1,3.7,28,8,1,4,OpenSSH,2000,100,3.97666899,8.267549646,5.972417432,2.858318624,0.988818321,4.208251143,0.186966479,0.349856035,81.78303576,24.45494939
92.1,3.7,28,5,4,2,OpenSSH,2000,100,3.546368704,7.094571304,6.606530852,3.447814486,0.764398228,1.918984807,0.165893696,0.29003883,72.35802889,27.64033281
92.1,3.7,28,6,0,0,OpenSSH,2000,100,5.084191715,8.828805506,4.30264588,2.468630967,2.077775731,3.034372008,0.24954284,0.405083021,103.6756551,19.29093187
92.1,3.7,28,7,4,0,OpenSSH,2000,100,3.620912852,7.640761387,6.599223918,3.292535883,0.702507122,1.690568531,0.167677978,0.303717267,74.23819351,26.94031071
92.1,3.7,28,10,6,1,OpenSSH,2000,100,3.613686557,8.466131163,6.745755055,2.965065211,0.877758024,1.762526095,0.169523927,0.337260905,74.27413416,26.92727452
92.1,3.7,28,1,6,2,OpenSSH,2000,100,3.5616238,7.411274791,6.518268605,3.614307632,0.646305842,1.920293379,0.165847384,0.27667822,73.08134365,27.36676558
92.1,3.7,28,4,3,4,OpenSSH,2000,100,3.797936589,8.973286915,6.289797659,3.024967921,0.944566985,4.113721359,0.178937804,0.330583153,77.82117438,25.69994627
92.1,3.7,28,12,3,1,OpenSSH,2000,100,3.67316081,9.022248185,6.653813323,3.080240799,0.906852635,2.125906599,0.172098232,0.324652803,75.23874831,26.58204775
92.1,3.7,28,10,3,0,OpenSSH,2000,100,3.707584534,8.532114422,6.584558709,2.991601507,0.695936171,1.767141593,0.172138856,0.334269124,76.03560257,26.30346749
92.1,3.7,28,2,5,0,OpenSSH,2000,100,3.487193165,7.233892131,6.754756701,3.188805566,0.575314642,1.762470198,0.16215899,0.313597617,71.77203488,27.86600663
92.1,3.7,28,12,3,1,OpenSSH,2000,100,3.752411231,9.092599404,6.518939621,2.786873674,0.890691261,2.579048479,0.176396534,0.35882502,76.68490314,26.08075277
92.1,3.7,28,10,6,3,OpenSSH,2000,100,3.862538096,8.356205392,6.317454342,2.537855126,1.256175666,4.50536958,0.187214494,0.394033545,79.18591022,25.25701851
92.1,3.7,28,1,4,0,OpenSSH,2000,100,3.53987435,7.448042023,6.614812339,3.536207402,0.564445633,1.676687205,0.164427437,0.282788844,72.35391951,27.64190266
92.1,3.7,28,7,1,3,OpenSSH,2000,100,3.976887453,9.078378403,5.979044128,2.874735412,0.997897649,3.09793179,0.187287617,0.347858108,82.07981038,24.36652803
92.1,3.7,28,2,0,4,OpenSSH,2000,100,5.072704762,8.956067002,4.307097908,2.512771498,2.075682852,3.154988229,0.248983209,0.397966949,103.3962667,19.34305816
92.1,3.7,28,9,6,2,OpenSSH,2000,100,3.705484233,8.086979091,6.438401444,3.296947184,0.8906579,2.884558487,0.173584984,0.303310895,76.22489119,26.23814831
92.1,3.7,28,2,2,1,OpenSSH,2000,100,3.494322696,7.538882685,6.690257873,3.712103845,0.623935789,1.364096355,0.161869693,0.269389077,73.56555939,27.18663484
92.1,3.7,28,9,2,2,OpenSSH,2000,100,3.620702361,7.888767707,6.597263039,3.123370773,0.855229075,2.600430202,0.169700868,0.32016692,74.75969648,26.75238255
92.1,3.7,28,13,6,1,OpenSSH,2000,100,3.612258894,7.481765831,6.513521453,3.317650531,0.764578583,2.837451446,0.168658416,0.301418124,74.22321129,26.94574871
92.1,3.7,28,7,0,3,OpenSSH,2000,100,5.166016242,9.145877481,4.270390414,2.426252499,2.165232898,4.006663501,0.253956142,0.41215826,105.3380535,18.98649096
92.1,3.7,28,11,1,3,OpenSSH,2000,100,4.126961446,8.46837455,5.81386785,2.616858237,1.020784295,4.561077893,0.19482496,0.382141864,85.77458096,23.31693117
92.1,3.7,28,0,0,2,OpenSSH,2000,100,4.987084844,8.68408668,4.342667201,2.662570708,1.971795239,2.690280199,0.244510909,0.375577056,101.6667547,19.67211411
92.1,3.7,28,5,4,3,OpenSSH,2000,100,3.703119659,8.120851398,6.405189293,2.943028596,0.847536663,2.715699184,0.173461477,0.339786136,78.58956003,25.44867282
